year,month,total fuel (mmbtu),generation (mwh),elec fuel (mmbtu),final co2 (kg),index (g/kwh),datetime,quarter,index (lb/mwh),change since 2005
2009,6,2373394160.0,347650324.62,2263081980.0,187969475588.0507,540.6854597173501,2009-06-01,2,1191.9951644928701,-0.09754958426201706
2009,7,2625445390.0,372536168.71,2507279100.0,205913338802.78543,552.733817808381,2009-07-01,3,1218.5569747403567,-0.07743984102258368
2009,8,2748906370.0,381209740.05,2627858010.0,214497694304.0071,562.6763216382491,2009-08-01,3,1240.476218683684,-0.06084494919872829
2009,9,2304319510.0,327400612.08,2188253200.0,179621221640.94965,548.6282401850226,2009-09-01,3,1209.5058183119008,-0.08429240227877358
2009,10,2159331280.0,307040340.79999995,2046074620.0,172449777444.54324,561.6518565450448,2009-10-01,4,1238.2176829392058,-0.06255486932447864
2009,11,2040704890.0,296634670.27000004,1930347250.0,164188242183.4906,553.5032099722015,2009-11-01,4,1220.2531767047155,-0.07615565949776826
2009,12,2438158660.0,350506889.56,2313214890.0,196578604868.70517,560.8409156107464,2009-12-01,4,1236.4298825554515,-0.06390839931154194
2010,1,2546838730.0,360956613.17,2421446040.0,205668623462.10443,569.7876585661571,2010-01-01,1,1256.15387207495,-0.048975517809916075
2010,2,2234058260.0,319734233.42999995,2121871750.0,180291307247.0128,563.8786479411636,2010-02-01,1,1243.1268672510894,-0.05883816345589515
2010,3,2124798500.0,312164702.00999993,2009104140.0,172446417033.2961,552.4212568651402,2010-03-01,1,1217.867902884888,-0.07796153205033678
2010,4,1962443750.0,287798345.53999996,1844133190.0,154945710665.17645,538.3829096531105,2010-04-01,2,1186.9189626212474,-0.10139273784675902
2010,5,2224339560.0,327910094.61,2115902840.0,178734562054.75592,545.0718504635666,2010-05-01,2,1201.6654015319791,-0.09022832181382452
2010,6,2619811150.0,375683911.44,2511254810.0,210348394662.3763,559.9079126282222,2010-06-01,2,1234.3729841801787,-0.06546566132836011
2010,7,2987750280.0,409674502.49999994,2866522010.0,235446271241.7267,574.7154626537363,2010-07-01,3,1267.017708966427,-0.04075059004907725
2010,8,3018286470.0,408858106.39,2896634630.0,235953754949.64566,577.104260040218,2010-08-01,3,1272.2840516846647,-0.03676348228466421
2010,9,2431335810.0,346030469.09000003,2319383480.0,192387130478.38788,555.9832086010592,2010-09-01,3,1225.7205816818953,-0.07201632903600166
2010,10,2113627480.0,307917314.77000004,2002263030.0,168249440901.9085,546.4111072402117,2010-10-01,4,1204.6179270217706,-0.08799298736356018
2010,11,2065053740.0,306009629.3,1952997100.0,166291736363.01953,543.4199464357167,2010-11-01,4,1198.0236139121812,-0.09298549134723813
2010,12,2496614290.0,362113711.3999999,2370654470.0,202007631997.60843,557.8568986427186,2010-12-01,4,1229.8513187477377,-0.06888897961931197
2011,1,2501598450.0,362865132.90000004,2374418910.0,203971919539.86508,562.1149596538297,2011-01-01,1,1239.238640052833,-0.06178191050795896
2011,2,2085823540.0,313122356.85999995,1973323570.0,168822691737.4366,539.1588560791233,2011-02-01,1,1188.6296141120354,-0.10009761669607785
2011,3,2056722050.0,318705015.71,1941968940.0,166288451232.68118,521.7628936972628,2011-03-01,1,1150.2784754449856,-0.12913297024873147
2011,4,1986297750.0,302394150.64,1877994030.0,156726911948.629,518.2868505125692,2011-04-01,2,1142.6151906400103,-0.13493478452128432
2011,5,2180306850.0,323619082.25,2067299880.0,173341791876.36194,535.6352618985957,2011-05-01,2,1180.861498381644,-0.10597879765990742
2011,6,2526762160.0,367688547.46,2415288100.0,202446468337.07874,550.5922600406868,2011-06-01,2,1213.8356964856982,-0.08101428465343853
2011,7,2991246730.0,418612133.84999996,2866304620.0,235295836198.8074,562.0855612444341,2011-07-01,3,1239.1738283194795,-0.06183097897522457
2011,8,2921543930.0,406478445.41,2796876850.0,229004957901.31168,563.3877035480263,2011-08-01,3,1242.0445312419788,-0.059657591764403176
2011,9,2337162000.0,337918985.38,2222691090.0,184166789680.18256,545.0027895682792,2011-09-01,3,1201.5131498822284,-0.09034359037254615
2011,10,2064974040.0,308690960.47999996,1953878390.0,162577097493.3761,526.666207654984,2011-10-01,4,1161.0883213961777,-0.12094891861554623
2011,11,1980515590.0,304077507.2000001,1869653540.0,155601154572.45435,511.7154373082623,2011-11-01,4,1128.1278530897953,-0.14590303689728315
2011,12,2194661830.0,335731823.55,2072360730.0,172009719572.7161,512.3426124872519,2011-12-01,4,1129.5105234893956,-0.1448562277204364
2012,1,2191940750.0,339519951.19,2064810110.0,169721131694.97382,499.88559170119447,2012-01-01,1,1102.0477754644535,-0.16564806405557858
2012,2,2015255100.0,309384961.71,1900756170.0,154043294223.74246,497.9016865342471,2012-02-01,1,1097.6740581334013,-0.16895937197133484
2012,3,1952388260.0,309075795.98999995,1840098370.0,147595102513.71768,477.53691627956874,2012-03-01,1,1052.7778856299374,-0.2029499205471194
2012,4,1888249560.0,295221056.51,1780920350.0,139116390363.1689,471.22787245515,2012-04-01,2,1038.868967614624,-0.21348025592035513
2012,5,2208582430.0,336496354.22,2096135470.0,166294283520.39877,494.19341824926937,2012-05-01,2,1089.4988098723393,-0.17514878985802182
2012,6,2452266680.0,360809732.68999994,2338432600.0,187013664550.60666,518.316574102187,2012-06-01,2,1142.6807192656815,-0.1348851733003319
2012,7,2981840620.0,414625850.71999997,2857197670.0,227037402827.6651,547.5717503706377,2012-07-01,3,1207.176680867108,-0.08605577441146053
2012,8,2809275610.0,395684385.83,2686189410.0,214256943782.2321,541.4844544163652,2012-08-01,3,1193.7566282063187,-0.09621599356646632
2012,9,2305480990.0,334570440.0700001,2194652190.0,176040286889.4641,526.1680824302119,2012-09-01,3,1159.9901545256453,-0.12178033234807029
2012,10,2108777970.0,311632557.66,1997364310.0,162489188622.19086,521.4127491758136,2012-10-01,4,1149.5065468329988,-0.1297173914926751
2012,11,2093021130.0,305948951.26000005,1982591180.0,164108294713.7652,536.3911006653639,2012-11-01,4,1182.5278205268612,-0.1047172379174697
2012,12,2182064010.0,334622413.0,2063283340.0,170350312427.99866,509.0821947661906,2012-12-01,4,1122.3226065815438,-0.15029814459645052
2013,1,2269307470.0,348951748.99,2148918210.0,177802519556.69806,509.53325229441214,2013-01-01,1,1123.3170080082612,-0.14954529088723836
2013,2,2025495040.0,309705590.75999993,1918351460.0,158420417420.08893,511.5193982495899,2013-02-01,1,1127.695665381046,-0.14623024290369632
2013,3,2146686960.0,325393208.8899999,2030636570.0,167784233775.0017,515.6353273239997,2013-03-01,1,1136.7696426184898,-0.1393604041876877
2013,4,1906914050.0,299325789.0400001,1798826340.0,146564959121.39523,489.65028904278336,2013-04-01,2,1079.4830272237202,-0.18273166224243545
2013,5,2044702720.0,322147299.96,1934635910.0,158954390381.4222,493.42145782739476,2013-05-01,2,1087.7969459262745,-0.17643725802585122
2013,6,2372155040.0,356813537.60999995,2263323920.0,185457028333.94403,519.7589463005467,2013-06-01,2,1145.8605730141853,-0.132477730365323
2013,7,2722487910.0,394834714.97999996,2603192120.0,210383202895.07562,532.8386661890468,2013-07-01,3,1174.6961234803725,-0.11064655580907758
2013,8,2673502520.0,385278253.21,2555064330.0,206179714727.54074,535.1449582469953,2013-08-01,3,1179.780574951326,-0.10679715651582321
2013,9,2330452670.0,340934163.78000003,2220523850.0,180937546642.5082,530.7111045617143,2013-09-01,3,1170.0057011167553,-0.11419763868099005
2013,10,2081492120.0,314919872.74,1970764350.0,161733573420.4019,513.5705537196449,2013-10-01,4,1132.217642730329,-0.1428066884628908
2013,11,2046408830.0,314531737.97,1931644230.0,158280199791.66446,503.22489174927455,2013-11-01,4,1109.4095963504508,-0.1600744858087378
2013,12,2347642010.0,353002655.21,2223163960.0,183129951870.77344,518.7778311804202,2013-12-01,4,1143.6976066203545,-0.13411529566716746
2014,1,2550108130.0,377866469.6499999,2415096120.0,199825979365.4689,528.8269677660428,2014-01-01,1,1165.851933137018,-0.11734242462631546
2014,2,2219422930.0,324989604.40999997,2108535450.0,176360323488.9753,542.6645070975344,2014-02-01,1,1196.3581723472244,-0.09424638440910049
2014,3,2170287720.0,332717043.20000005,2053013040.0,171093544521.6679,514.2313807436117,2014-03-01,1,1133.6745019873663,-0.1417037114699058
2014,4,1843224070.0,298606913.15000004,1739226230.0,143326458176.47467,479.9837239684973,2014-04-01,2,1058.1721178609491,-0.19886598861142651
2014,5,2065084240.0,325784784.0,1959547630.0,159534478987.22607,489.69284884473325,2014-05-01,2,1079.576854563099,-0.18266062628192806
2014,6,2340934780.0,358929979.25000006,2236383430.0,183070966123.64316,510.0464622826379,2014-06-01,2,1124.4484307483035,-0.14868869939044219
2014,7,2606060540.0,386916892.08000004,2495075400.0,203003857088.25192,524.6704427840754,2014-07-01,3,1156.6884581617726,-0.12428002139461534
2014,8,2651336140.0,385469037.6000001,2538205550.0,205109025936.60556,532.1024672011309,2014-08-01,3,1173.0730991916132,-0.11187533507578439
2014,9,2275858880.0,340923179.54,2170227280.0,174951854177.46417,513.1708979527962,2014-09-01,3,1131.3365616267345,-0.14347374822279857
2014,10,2043075170.0,315466648.71999997,1936197310.0,154824088431.20554,490.7779920933049,2014-10-01,4,1081.9691613689,-0.18084942910950794
2014,11,2021288680.0,318278457.49,1912458970.0,156080847156.05005,490.3908620989655,2014-11-01,4,1081.1156945833793,-0.1814955822805565
2014,12,2130100090.0,338710445.47,2014843080.0,164965776809.46686,487.0407128441454,2014-12-01,4,1073.729955536203,-0.187087268784161
2015,1,2301710510.0,361191037.37999994,2179805790.0,177172241911.16748,490.5222543624997,2015-01-01,1,1081.405361967567,-0.18127627732104604
2015,2,2191728280.0,335258891.09000003,2077081900.0,169093533333.866,504.3670364240182,2015-02-01,1,1111.9275685003906,-0.15816814836608833
2015,3,2027952160.0,325310503.33,1908360310.0,151710545072.47577,466.35612290261116,2015-03-01,1,1028.1287085510967,-0.22161162385349387
2015,4,1770462100.0,295382039.32000005,1662648480.0,130063070410.74089,440.32152635332704,2015-04-01,2,970.7328369985448,-0.26506559890907305
2015,5,2017138620.0,323464197.97999996,1908915100.0,152239811758.5884,470.65428789124144,2015-05-01,2,1037.6044430850309,-0.21443761776328465
2015,6,2402005320.0,363796362.72,2292320280.0,182714858203.72064,502.24487358151293,2015-06-01,2,1107.2490482978035,-0.1617102202029817
2015,7,2729596860.0,401883971.8900001,2610048560.0,205760496665.22903,511.9898056585045,2015-07-01,3,1128.732725554739,-0.14544509258365051
2015,8,2655983200.0,393563699.96,2537335790.0,200839653830.437,510.3104118871975,2015-08-01,3,1125.0303340465157,-0.14824814485714063
2015,9,2333644320.0,351433058.71999997,2220998150.0,175701388717.74228,499.9569174217336,2015-09-01,3,1102.205020147954,-0.16552901530922062
2015,10,1995195110.0,313291653.9699999,1883545770.0,147659535810.6465,471.3165318626268,2015-10-01,4,1039.0644261443472,-0.21333227576350328
2015,11,1846046470.0,301619345.3299999,1733406590.0,134961243751.8188,447.45552910128663,2015-11-01,4,986.4604594566965,-0.25315833632217527
2015,12,1915972200.0,325325091.98999995,1799321370.0,139502801422.4206,428.81045716175106,2015-12-01,4,945.3555338587964,-0.28427856088322523
2016,1,2167615810.0,353691242.99000007,2024696070.0,160969571466.83716,455.1132510549272,2016-01-01,1,1003.3426732756926,-0.24037694145300034
2016,2,1853792580.0,314822845.6500001,1722559760.0,135626506098.76791,430.8026179572393,2016-02-01,1,949.7474515485299,-0.28095347361521344
2016,3,1699329470.0,305889024.11999995,1567677840.0,118935296173.0364,388.81844981262947,2016-03-01,1,857.189154456923,-0.3510286519200328
2016,4,1657040190.0,294568958.4599999,1536819450.0,116577534877.2667,395.75634678796945,2016-04-01,2,872.4844421287575,-0.3394487066908492
2016,5,1855576140.0,318633901.01,1730069860.0,132116124297.23993,414.6329812316286,2016-05-01,2,914.0998704232485,-0.3079419844454988
2016,6,2383609080.0,369680268.84,2252070500.0,175513596375.90805,474.7713393702153,2016-06-01,2,1046.6808947755767,-0.20756590565777155
2016,7,2787955010.0,413857711.44000006,2647649760.0,205861757639.3741,497.42158222227397,2016-07-01,3,1096.6156201672252,-0.16976070725444797
2016,8,2798864490.0,411613836.88000005,2657067000.0,206196109493.7609,500.9455247100314,2016-08-01,3,1104.3845037757353,-0.16387894493597188
2016,9,2304340880.0,353194778.0500001,2176984200.0,170778201709.26834,483.5241411329476,2016-09-01,3,1065.9773215416963,-0.19295672864424654
2016,10,1960193030.0,314473312.78999996,1835563090.0,144425135289.32993,459.260386860791,2016-10-01,4,1012.4854488732999,-0.23345501602508123
2016,11,1753457930.0,298296665.96999997,1630895440.0,128057046630.07196,429.2942605096056,2016-11-01,4,946.4221267194765,-0.28347105159189906
2016,12,2101246030.0,346486389.33,1964804480.0,159581945316.22397,460.57204620593393,2016-12-01,4,1015.377133065602,-0.23126574405547873
2017,1,2047705120.0,342583029.81000006,1909324980.0,155338608626.92584,453.4334602419687,2017-01-01,1,999.6394064494442,-0.24318065642306763
2017,2,1638161580.0,291483955.78,1516657080.0,121662739255.30836,417.3908609471952,2017-02-01,1,920.1798920441867,-0.3033388466115916
2017,3,1796112930.0,322026000.77,1665502900.0,130757279519.22263,406.04572055227663,2017-03-01,1,895.1683955295491,-0.3222748591896852
2017,4,1645097770.0,295735104.09000003,1525276170.0,119348780941.62297,403.56650019235445,2017-04-01,2,889.7027063240647,-0.32641289065383344
2017,5,1857598900.0,323863224.12000006,1737046140.0,136542903587.2767,421.6066951049801,2017-05-01,2,929.4741200284391,-0.2963022577409306
2017,6,2168754420.0,359550278.54999995,2045331260.0,160350811260.20828,445.9760451497175,2017-06-01,2,983.1987891370673,-0.25562772195697525
2017,7,2615193060.0,403669124.87999994,2485086320.0,192333929105.05154,476.4643051712892,2017-07-01,3,1050.413207180624,-0.2047402005023046
2017,8,2480339730.0,384223331.87,2352076200.0,181538957089.019,472.48290780644675,2017-08-01,3,1041.6358185500926,-0.21138549425405162
2017,9,2078129030.0,336070930.56,1955366370.0,150495911988.1208,447.80996600136524,2017-09-01,3,987.2418510466099,-0.25256675073007145
2017,10,1897402620.0,320208368.98,1771706890.0,136727089108.36613,426.9941149380328,2017-10-01,4,941.3512257923871,-0.2873101918721072
2017,11,1796156100.0,308009001.06,1669079600.0,131637971926.44124,427.3835227977582,2017-11-01,4,942.2097143599377,-0.2866602367483195
2017,12,2084676180.0,347176034.90999997,1944726970.0,153052348265.01117,440.84940455261443,2017-12-01,4,971.8965972766938,-0.2641845249096817
